2025-07-10 23:08:16,878 (1966702/MainThread) newrelic DEBUG - Initializing Python agent stdout logging.
2025-07-10 23:08:17,310 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.document', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_document')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_document', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_document')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.collection', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_collection')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_collection', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_collection')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.query', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_query')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_query', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_query')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.aggregation', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_aggregation')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_aggregation', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_aggregation')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.batch', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_batch')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_batch', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_batch')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.bulk_batch', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_bulk_batch')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.transaction', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_transaction')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('google.cloud.firestore_v1.async_transaction', 'newrelic.hooks.datastore_firestore', 'instrument_google_cloud_firestore_v1_async_transaction')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('ariadne.asgi', 'newrelic.hooks.framework_ariadne', 'instrument_ariadne_asgi')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('ariadne.graphql', 'newrelic.hooks.framework_ariadne', 'instrument_ariadne_execute')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('ariadne.wsgi', 'newrelic.hooks.framework_ariadne', 'instrument_ariadne_wsgi')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('grpc._channel', 'newrelic.hooks.framework_grpc', 'instrument_grpc__channel')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('grpc._server', 'newrelic.hooks.framework_grpc', 'instrument_grpc_server')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('bottle', 'newrelic.hooks.framework_bottle', 'instrument_bottle')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('cherrypy._cpreqbody', 'newrelic.hooks.framework_cherrypy', 'instrument_cherrypy__cpreqbody')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('cherrypy._cprequest', 'newrelic.hooks.framework_cherrypy', 'instrument_cherrypy__cprequest')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('cherrypy._cpdispatch', 'newrelic.hooks.framework_cherrypy', 'instrument_cherrypy__cpdispatch')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('cherrypy._cpwsgi', 'newrelic.hooks.framework_cherrypy', 'instrument_cherrypy__cpwsgi')
2025-07-10 23:08:17,311 (1966704/MainThread) newrelic.config DEBUG - register module ('cherrypy._cptree', 'newrelic.hooks.framework_cherrypy', 'instrument_cherrypy__cptree')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('confluent_kafka.cimpl', 'newrelic.hooks.messagebroker_confluentkafka', 'instrument_confluentkafka_cimpl')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('confluent_kafka.serializing_producer', 'newrelic.hooks.messagebroker_confluentkafka', 'instrument_confluentkafka_serializing_producer')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('confluent_kafka.deserializing_consumer', 'newrelic.hooks.messagebroker_confluentkafka', 'instrument_confluentkafka_deserializing_consumer')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('kafka.consumer.group', 'newrelic.hooks.messagebroker_kafkapython', 'instrument_kafka_consumer_group')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('kafka.producer.kafka', 'newrelic.hooks.messagebroker_kafkapython', 'instrument_kafka_producer')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('kafka.coordinator.heartbeat', 'newrelic.hooks.messagebroker_kafkapython', 'instrument_kafka_heartbeat')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('kombu.messaging', 'newrelic.hooks.messagebroker_kombu', 'instrument_kombu_messaging')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('kombu.serialization', 'newrelic.hooks.messagebroker_kombu', 'instrument_kombu_serializaion')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - register module ('logging', 'newrelic.hooks.logger_logging', 'instrument_logging')
2025-07-10 23:08:17,312 (1966704/MainThread) newrelic.config DEBUG - instrument module ((<module 'logging' from '/usr/lib/python3.12/logging/__init__.py'>, 'newrelic.hooks.logger_logging', 'instrument_logging'),)
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('loguru', 'newrelic.hooks.logger_loguru', 'instrument_loguru')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('loguru._logger', 'newrelic.hooks.logger_loguru', 'instrument_loguru_logger')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('mcp.client.session', 'newrelic.hooks.adapter_mcp', 'instrument_mcp_client_session')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('structlog._base', 'newrelic.hooks.logger_structlog', 'instrument_structlog__base')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('structlog._frames', 'newrelic.hooks.logger_structlog', 'instrument_structlog__frames')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('paste.httpserver', 'newrelic.hooks.adapter_paste', 'instrument_paste_httpserver')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('gunicorn.app.base', 'newrelic.hooks.adapter_gunicorn', 'instrument_gunicorn_app_base')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('cassandra', 'newrelic.hooks.datastore_cassandradriver', 'instrument_cassandra')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('cassandra.cluster', 'newrelic.hooks.datastore_cassandradriver', 'instrument_cassandra_cluster')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('cx_Oracle', 'newrelic.hooks.database_cx_oracle', 'instrument_cx_oracle')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('ibm_db_dbi', 'newrelic.hooks.database_ibm_db_dbi', 'instrument_ibm_db_dbi')
2025-07-10 23:08:17,313 (1966704/MainThread) newrelic.config DEBUG - register module ('mysql.connector', 'newrelic.hooks.database_mysql', 'instrument_mysql_connector')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('MySQLdb', 'newrelic.hooks.database_mysqldb', 'instrument_mysqldb')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('pymysql', 'newrelic.hooks.database_pymysql', 'instrument_pymysql')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('aiomysql', 'newrelic.hooks.database_aiomysql', 'instrument_aiomysql')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('aiomysql.pool', 'newrelic.hooks.database_aiomysql', 'instrument_aiomysql_pool')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('pyodbc', 'newrelic.hooks.database_pyodbc', 'instrument_pyodbc')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('pymssql', 'newrelic.hooks.database_pymssql', 'instrument_pymssql')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg', 'newrelic.hooks.database_psycopg', 'instrument_psycopg')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg.sql', 'newrelic.hooks.database_psycopg', 'instrument_psycopg_sql')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2._psycopg2', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2__psycopg2')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2.extensions', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2_extensions')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2._json', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2__json')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2._range', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2__range')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2.sql', 'newrelic.hooks.database_psycopg2', 'instrument_psycopg2_sql')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2ct', 'newrelic.hooks.database_psycopg2ct', 'instrument_psycopg2ct')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2ct.extensions', 'newrelic.hooks.database_psycopg2ct', 'instrument_psycopg2ct_extensions')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2cffi', 'newrelic.hooks.database_psycopg2cffi', 'instrument_psycopg2cffi')
2025-07-10 23:08:17,314 (1966704/MainThread) newrelic.config DEBUG - register module ('psycopg2cffi.extensions', 'newrelic.hooks.database_psycopg2cffi', 'instrument_psycopg2cffi_extensions')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('asyncpg.connect_utils', 'newrelic.hooks.database_asyncpg', 'instrument_asyncpg_connect_utils')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('asyncpg.protocol', 'newrelic.hooks.database_asyncpg', 'instrument_asyncpg_protocol')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('postgresql.driver.dbapi20', 'newrelic.hooks.database_postgresql', 'instrument_postgresql_driver_dbapi20')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('postgresql.interface.proboscis.dbapi2', 'newrelic.hooks.database_postgresql', 'instrument_postgresql_interface_proboscis_dbapi2')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('sqlite3', 'newrelic.hooks.database_sqlite', 'instrument_sqlite3')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('sqlite3.dbapi2', 'newrelic.hooks.database_sqlite', 'instrument_sqlite3_dbapi2')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('pysqlite2', 'newrelic.hooks.database_sqlite', 'instrument_sqlite3')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('pysqlite2.dbapi2', 'newrelic.hooks.database_sqlite', 'instrument_sqlite3_dbapi2')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('memcache', 'newrelic.hooks.datastore_memcache', 'instrument_memcache')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('pylibmc.client', 'newrelic.hooks.datastore_pylibmc', 'instrument_pylibmc_client')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('bmemcached.client', 'newrelic.hooks.datastore_bmemcached', 'instrument_bmemcached_client')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('pymemcache.client', 'newrelic.hooks.datastore_pymemcache', 'instrument_pymemcache_client')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('aiomcache.client', 'newrelic.hooks.datastore_aiomcache', 'instrument_aiomcache_client')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('jinja2.environment', 'newrelic.hooks.template_jinja2', 'instrument')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('mako.runtime', 'newrelic.hooks.template_mako', 'instrument_mako_runtime')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('mako.template', 'newrelic.hooks.template_mako', 'instrument_mako_template')
2025-07-10 23:08:17,315 (1966704/MainThread) newrelic.config DEBUG - register module ('genshi.template.base', 'newrelic.hooks.template_genshi', 'instrument')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('http.client', 'newrelic.hooks.external_httplib', 'instrument')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - instrument module ((<module 'newrelic.packages.urllib3.packages.six.moves.http_client' (<newrelic.packages.urllib3.packages.six._SixMetaPathImporter object at 0x7470c493d910>)>, 'newrelic.hooks.external_httplib', 'instrument'),)
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('httplib2', 'newrelic.hooks.external_httplib2', 'instrument')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('urllib.request', 'newrelic.hooks.external_urllib', 'instrument')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('urllib3.connectionpool', 'newrelic.hooks.external_urllib3', 'instrument_urllib3_connectionpool')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('urllib3.connection', 'newrelic.hooks.external_urllib3', 'instrument_urllib3_connection')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('requests.packages.urllib3.connection', 'newrelic.hooks.external_urllib3', 'instrument_urllib3_connection')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.requests', 'newrelic.hooks.framework_starlette', 'instrument_starlette_requests')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.routing', 'newrelic.hooks.framework_starlette', 'instrument_starlette_routing')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.applications', 'newrelic.hooks.framework_starlette', 'instrument_starlette_applications')
2025-07-10 23:08:17,316 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.middleware.errors', 'newrelic.hooks.framework_starlette', 'instrument_starlette_middleware_errors')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.middleware.exceptions', 'newrelic.hooks.framework_starlette', 'instrument_starlette_middleware_exceptions')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.exceptions', 'newrelic.hooks.framework_starlette', 'instrument_starlette_exceptions')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.background', 'newrelic.hooks.framework_starlette', 'instrument_starlette_background_task')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('starlette.concurrency', 'newrelic.hooks.framework_starlette', 'instrument_starlette_concurrency')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('strawberry.asgi', 'newrelic.hooks.framework_strawberry', 'instrument_strawberry_asgi')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('strawberry.schema.schema', 'newrelic.hooks.framework_strawberry', 'instrument_strawberry_schema')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('strawberry.schema.schema_converter', 'newrelic.hooks.framework_strawberry', 'instrument_strawberry_schema_converter')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('uvicorn.config', 'newrelic.hooks.adapter_uvicorn', 'instrument_uvicorn_config')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('hypercorn.asyncio.run', 'newrelic.hooks.adapter_hypercorn', 'instrument_hypercorn_asyncio_run')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('hypercorn.trio.run', 'newrelic.hooks.adapter_hypercorn', 'instrument_hypercorn_trio_run')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('hypercorn.utils', 'newrelic.hooks.adapter_hypercorn', 'instrument_hypercorn_utils')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('daphne.server', 'newrelic.hooks.adapter_daphne', 'instrument_daphne_server')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('sanic.app', 'newrelic.hooks.framework_sanic', 'instrument_sanic_app')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('sanic.response', 'newrelic.hooks.framework_sanic', 'instrument_sanic_response')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('sanic.touchup.service', 'newrelic.hooks.framework_sanic', 'instrument_sanic_touchup_service')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.wsgi', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_wsgi')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.web', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_web')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.web_reqrep', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_web_response')
2025-07-10 23:08:17,317 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.web_response', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_web_response')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.web_urldispatcher', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_web_urldispatcher')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.client', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_client')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.client_reqrep', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_client_reqrep')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aiohttp.protocol', 'newrelic.hooks.framework_aiohttp', 'instrument_aiohttp_protocol')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('requests.api', 'newrelic.hooks.external_requests', 'instrument_requests_api')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('requests.sessions', 'newrelic.hooks.external_requests', 'instrument_requests_sessions')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('feedparser', 'newrelic.hooks.external_feedparser', 'instrument')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('xmlrpclib', 'newrelic.hooks.external_xmlrpclib', 'instrument')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('dropbox', 'newrelic.hooks.external_dropbox', 'instrument')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('facepy.graph_api', 'newrelic.hooks.external_facepy', 'instrument')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('pysolr', 'newrelic.hooks.datastore_pysolr', 'instrument_pysolr')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('solr', 'newrelic.hooks.datastore_solrpy', 'instrument_solrpy')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aredis.client', 'newrelic.hooks.datastore_aredis', 'instrument_aredis_client')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aredis.connection', 'newrelic.hooks.datastore_aredis', 'instrument_aredis_connection')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aioredis.client', 'newrelic.hooks.datastore_aioredis', 'instrument_aioredis_client')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aioredis.commands', 'newrelic.hooks.datastore_aioredis', 'instrument_aioredis_client')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('aioredis.connection', 'newrelic.hooks.datastore_aioredis', 'instrument_aioredis_connection')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client')
2025-07-10 23:08:17,318 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.cat', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_cat')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.cat', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_cat')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.cat', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_cat_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.cluster', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_cluster')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.cluster', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_cluster')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.cluster', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_cluster_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.indices', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_indices')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.indices', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_indices')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.indices', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_indices_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.nodes', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_nodes')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.nodes', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_nodes')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.nodes', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_nodes_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.snapshot', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_snapshot')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.snapshot', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_snapshot')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.snapshot', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_snapshot_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.tasks', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_tasks')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.tasks', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_tasks')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.tasks', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_tasks_v8')
2025-07-10 23:08:17,319 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.client.ingest', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_ingest')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.client.ingest', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch__async_client_ingest')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._sync.client.ingest', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_client_ingest_v8')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.connection.base', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_connection_base')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch._async.http_aiohttp', 'newrelic.hooks.datastore_elasticsearch', 'instrument_async_elasticsearch_connection_base')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elastic_transport._node._base', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elastic_transport__node__base')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elastic_transport._node._base_async', 'newrelic.hooks.datastore_elasticsearch', 'instrument_async_elastic_transport__node__base')
2025-07-10 23:08:17,320 (1966704/MainThread) newrelic.config DEBUG - register module ('elasticsearch.transport', 'newrelic.hooks.datastore_elasticsearch', 'instrument_elasticsearch_transport')
